ID ( = no data),Continent,ISO code (Code ISO 3166.1),Country,State code,Area,City,Name,2nd name,Latitude (WGS84),Longitude (WGS84),Altitude/Depth (m),Location accuracy (Yes = accurate location),Offshore - Shore distance (km),Manufacturer,Turbine,Hub height (m),Number of turbines,Total power (kW),Developer,Operator,Owner,Commissioning date (Format: yyyy or yyyymm),Status,Update
18576,Europe,DE,Germany,,Offshore,,Borkum Riffgrund West,,54.47,6.234,-30,No,Yes (65 km),,,,45,270000,Orsted/PNE,,Orsted,,Approved,13/02/2018
18582,Europe,DE,Germany,,Offshore,,Ostseeschatz,,54.879,13.85,-45,No,Yes (35 km),Areva,,,42,252000,Windreich AG,,Windreich AG,,Planned,13/02/2018
18583,Europe,DE,Germany,,Offshore,,Wikinger Offshore,,54.834,14.68,-40,No,Yes (40 km),Adwen,AD 5-135,,70,350000,Iberdrola Renewables,Iberdrola Renewables,Iberdrola Renewables,2017/12,Production,13/02/2018
18587,Asia,KR,South Korea,,Offshore,,Aiguille Flat,,35.2,129.3,-80,No,Yes,Unison,U57,,1,750,Unison,,,,Planned,5/1/2018
18597,Europe,GR,Greece,,Offshore,,Plaka Keros AG Eirini,,39.92,25.51,-20,No,Yes,,,,135,486000,,,,,Planned,8/2/2018
18598,Asia,CN,China,,Offshore,,GD Lubei No.3 offshore wind farm,,38.1,119.1,-12,No,Yes,,,,,350000,,,,,Planned,2/12/2014
18599,Europe,NL,Netherlands,,Offshore,,Eneco Luchterduinen,,52.405,4.162,-20,No,Yes (24 km),Vestas,V112/3000 Offshore,81,43,129000,Eneco,Eneco,Eneco/Mitsubishi,2015/09,Production,23/03/2018
18600,Europe,NL,Netherlands,,Offshore,,Gemini,,54.4,5.96,-30,No,Yes (75 km),Siemens,SWT-4.0-130,90,150,600000,Van Oord,Northland Power/Siemens/,Northland Power/Siemens/HVC Groep/,2017/04,Production,5/7/2018
18601,Asia,KR,South Korea,,Offshore,,Taean,,,,,No,Yes,,,,,100000,,,,,Planned,5/1/2018
18602,Asia,CN,China,,Offshore,,Cangzhou Offshore Wind Farm,Phase 3,38.5,117.8,-3,No,Yes,,,,,300000,,,,,Planned,7/1/2016
18603,Europe,NL,Netherlands,,Offshore,,Westermeerdijk buitendijks,Windpark Noordoostpolder-Westermeerwind,52.72,5.58,-7,No,Yes (1 km),Siemens,SWT-3.0-108,95,48,144000,Ventolines,,Westermeerwind BV,2016/03,Production,22/03/2018
18604,Asia,KR,South Korea,,Offshore,,Jeonnam,Sinan - Phase 1,35.4,125.89,-22,No,Yes,,,,,300000,POSCO,,,,Planned,5/1/2018
18605,Asia,JP,Japan,,Offshore,,Statoil ASA Hitachi Zosen,,38.139,,,No,Yes,,,,,,Statoil/Hitachi,,Statoil/Hitachi,,Planned,16/01/2018
18606,Asia,JP,Japan,,Offshore,,Noshiro Port,,40.2,139.98,-4,No,Yes (3 km),,,,20,80000,,,,,Planned,16/01/2018
18607,Asia,JP,Japan,,Offshore,,Yrihonjo,,39.46,140.,-20,No,Yes (4 km),,,,,1000000,,,,,Planned,16/01/2018
18608,Asia,JP,Japan,,Offshore,,Sumoto City,,,,,No,Yes,,,,,100000,,,,,Planned,16/01/2018
18609,Asia,JP,Japan,,Offshore,,Goto FOWT,,32.74,129.,-95,No,Yes (10 km),Subaru,Subaru 80/2.0,56,0,0,,,,2013/10,Dismantled,16/01/2018
18610,Asia,JP,Japan,,Offshore,,Akita Port,,39.76,140.3,196,No,Yes (2 km),,,,13,65000,,,,,Planned,16/01/2018
18611,Europe,ES,Spain,,Offshore,,Plocan,Plataforma Oceanica de Canarias - Phase 1,28.4,-15.36,-3321,No,Yes (1 km),,,,,5000,Plocan,Plocan,Plocan,,Construction,19/01/2018
18612,Asia,CN,China,,Offshore,,GD Lubei No.2 offshore wind farm,,38.119,1.,-1579,No,Yes,,,,,,,,,,Planned,7/1/2016
18613,Europe,ES,Spain,,Offshore,,Nautilus (ES),,43.59,-2.85,-347,No,Yes,,,,,5000,,,,,Planned,19/01/2018
18614,Asia,CN,China,,Offshore,,Nantong Haian,Phase 2,32.6,121.,-7,No,Yes,,,,,23500,Concord New Energy (China Windpower),,Concord New Energy (China Windpower),,Approved,24/11/2017
18615,Europe,ES,Spain,,Offshore,,Flocan 5,,27.765,-15.392,-69,No,Yes (5 km),Gamesa,G132/5000,,5,25000,,,,,Planned,19/01/2018
18616,Europe,ES,Spain,,Offshore,,Elican,,28.4,-15.36,-20,No,Yes (1 km),,,,1,5000,,,,,Planned,19/01/2018
18618,Europe,NL,Netherlands,,Offshore,,Windpark Fryslân,,53.5,26.,167,No,Yes,,,,89,374000,Ventolines,,Ventolines,,Planned,15/02/2018
18619,Europe,NL,Netherlands,,Offshore,,2019 Tender I,Hollandse Kust Noord Holland I,52.67,4.27,-24,No,Yes (25 km),,,,,350000,,,,,Planned,15/02/2018
18620,Europe,NL,Netherlands,,Offshore,,2018 Tender I,Hollandse Kust Zuid Holland III,52.33,4.72,-20,No,Yes (26 km),,,,,350000,,,,,Planned,15/02/2018
18621,Europe,NL,Netherlands,,Offshore,,2017 Tender I,Hollandse Kust Zuid Holland I,52.33,4.7,-20,No,Yes (26 km),,,,,350000,,,,,Planned,15/02/2018
18622,Europe,NL,Netherlands,,Offshore,,Borssele I,,51.75,3.6,-7,No,Yes (45 km),Siemens,SWT-8.0-154,,47,376000,Orsted,Orsted,Orsted,,Approved,15/02/2018
18623,Europe,NL,Netherlands,,Offshore,,2019 Tender II,Hollandse Kust Noord Holland II,52.67,4.27,-24,No,Yes (25 km),,,,,350000,,,,,Planned,15/02/2018
18624,Europe,NL,Netherlands,,Offshore,,2018 Tender II,Hollandse Kust Zuid Holland IV,52.33,4.72,-20,No,Yes (26 km),,,,,350000,,,,,Planned,15/02/2018
18625,Europe,NL,Netherlands,,Offshore,,2017 Tender II,Hollandse Kust Zuid Holland II,52.33,4.7,-20,No,Yes (26 km),,,,,350000,,,,,Planned,15/02/2018
18626,Europe,SE,Sweden,,Offshore,,Trolleboda,,56.3,16.18,-11,No,Yes,,,,30,150000,Vattenfall,,Vattenfall,,Approved,15/01/2018
18629,Europe,SE,Sweden,,Offshore,,Havsbaserat Testomrade,,58.39,11.7,-60,No,Yes (8 km),,,,,15000,,,,,Planned,15/01/2018
18630,Europe,SE,Sweden,,Offshore,,Gustav Dahlén 2,,58.51,17.3,-16,No,Yes (21 km),,,,50,,,,,,Planned,15/01/2018
18631,Europe,SE,Sweden,,Offshore,,Gustav Dahlén 1,,58.65,17.27,-5,No,Yes (9 km),,,,,,,,,,Planned,15/01/2018
18632,Europe,SE,Sweden,,Offshore,,Fällbadan,,55.5,17.37,-39,No,Yes (24 km),,,,,,Rewind Offshore AB,,Rewind Offshore AB,,Planned,15/01/2018
18634,Europe,IT,Italy,,Offshore,,Rimini,,44.1,12.6,-7,No,Yes,,,,,40000,4Power,,,,Planned,18/06/2018
18637,Asia,BD,Bangladesh,,Offshore,,Chittagong - Givent DLC Green Energy,,22.1,91.8,-15,No,Yes,,,,,400000,,,,,Planned,6/6/2018
18639,Europe,NO,Norway,,Offshore,,Marine Energy Test Centre,Karmoy,59.156,5.78,-233,No,Yes (4 km),,,,4,20000,METCentre,METCentre,,,Approved,8/6/2018
18641,Europe,FI,Finland,,Offshore,,Siipyyn,,62.74,21.105,-20,No,Yes (8 km),,,,80,400000,Suomen Merituuli,,,,Planned,12/6/2018
18644,Asia,CN,China,,Offshore,,Tianjin Dagang Binhai 33MW Intertidial wind farm,,38.76,117.59,-9,No,Yes,Guodian United Power,UP86,,22,33000,LongYuan,,LongYuan,2014/05,Production,16/01/2017
18645,Asia,CN,China,,Offshore,,Cangzhou Offshore Wind Farm,Phase 2,38.5,117.8,-3,No,Yes,,,,,300000,,,,,Planned,7/1/2016
18646,Europe,DE,Germany,,Offshore,,Nordsee One Offshore,,53.98,6.81,-30,No,Yes (40 km),Senvion,6M126,100,54,332100,Nordsee One,Nordsee One,RWE/Northland Power,2017/12,Production,5/7/2018
18647,Asia,CN,China,,Offshore,,Fujian Putian Shicheng Yugang Offshore Wind Farm,,25.171,119.475,-10,No,Yes (8 km),,,,40,200000,Fujian Fu Neng Energy Co,,Fujian Fu Neng Energy Co,,Planned,7/1/2016
18648,Asia,CN,China,,Offshore,,Huaneng and Mingyang,,32.813,121.75,-10,No,Yes (58 km),Guangdong Mingyang,6.0 MW SCD,,50,300000,Huaneng Group,,CGN Wind Energy Ltd,,Approved,7/12/2014
18660,Asia,TW,Taiwan,,Offshore,,Changhua South,,23.95,120.22,-19,No,Yes,,,,116,154000,Taipower,Taipower,Taipower,,Planned,15/12/2017
18661,Asia,TW,Taiwan,,Offshore,,Taoyuan-Hsinchu ZoP 3,,24.98,120.98,-8,No,Yes (1 km),,,,,150000,,,WPD/Infravest,,Planned,15/12/2017
18662,Asia,TW,Taiwan,,Offshore,,Changhua Pilot,,23.99,120.25,-20,No,Yes (7 km),,,,30,110000,Taipower,Taipower,Taipower,,Approved,15/12/2017
18666,Europe,DE,Germany,,Offshore,,Nordsee Two,,54.32,6.842,-30,No,Yes (48 km),,,100,48,384000,RWE,,RWE/Northland Power,,Approved,5/7/2018
18667,Asia,TW,Taiwan,,Offshore,,Changhua Offshore Pilot Project,,24.4,120.28,-42,No,Yes,,,,2,16000,Fuhai Wind Farm Corp,,,,Planned,15/12/2017
18668,Asia,TW,Taiwan,,Offshore,,Fuhai Offshore Windfarm - TGC,,24.3,120.25,-48,No,Yes,,,,28,120000,Fuhai Wind Farm Corp,,Taiwan Generations Corporation,,Planned,23/05/2018
18671,Asia,TW,Taiwan,,Offshore,,Formosa 1 OWF,Phase I,24.69,120.81,-15,No,Yes (3 km),Siemens,SWT-4.0-120,,2,8000,Swancor,,Macquarie/Orsted/Swancor,2017/04,Production,15/12/2017
18820,Africa,KE,Kenya,,Offshore,,VR Holding Kenya,,,,,No,Yes,,,,,,VR Holding AB,VR Holding AB,VR Holding AB,,Planned,25/05/2018
18908,Asia,JP,Japan,,Offshore,,Tsugaru,,41.140,22.,1315,No,Yes,,,,,1000000,,,,,Planned,10/4/2018
19354,Asia,CN,China,,Offshore,,Jiangsu Rudong 150MW Offshore,Phase II,32.4,121.6,-6,No,Yes,Goldwind,,,21,50000,LongYuan,LongYuan,LongYuan,2012/12,Production,19/02/2018
19950,Europe,GB,United-Kingdom,,Offshore,,Moray West,,58.188,-2.72,-45,No,Yes (25 km),,,,90,750000,,,EDP Renovaveis/Three Gorges,,Planned,16/02/2018
19986,America,US,USA,,Offshore,,Block Island Wind Farm,,41.12,-71.52,-26,No,Yes,Alstom Power,Haliade 150,100,5,30000,Acciona Energia,Acciona Energia,Acciona Energia/GE Wind Energy,2017/02,Production,14/02/2018
21826,Europe,GB,United-Kingdom,,Offshore,,Westermost Rough,,53.805,0.149,-15,No,Yes (10 km),Siemens,SWT-6.0-154,,35,210000,Orsted,Orsted,Orsted/Marubeni/Green Investment Bank,2015/05,Production,16/02/2018
21851,America,NI,Nicaragua,,Offshore,,Papagayo MG,,,,,No,Yes,,,,20,100000,Grupo TSK,,Proyectos Electricos de Control SA,,Planned,27/09/2014
22191,Europe,FI,Finland,,Offshore,,Röyttä III,Tornion,65.74,24.22,-2,No,Yes,,,,14,70000,Rajakiiri Oy,Rajakiiri Oy,Rajakiiri Oy,,Planned,12/6/2018
22193,Europe,FI,Finland,,Offshore,,Kokkolan,Mervento,63.93,22.9,-6,No,Yes,,,,,,,,Mervento,,Planned,12/6/2018
22197,Europe,FI,Finland,,Offshore,,Ajos 4,,65.6584345999999,24.5514826999999,0,Yes,Yes,Winwind,WWD-3-100,88,0,0,PVO Innopower Oy,,,2008/11,Dismantled,12/6/2018
22198,Europe,FI,Finland,,Offshore,,Ajos 8-9-10-11,,65.6584345999999,24.5514826999999,0,Yes,Yes,Winwind,WWD-3-100,88,0,0,PVO Innopower Oy,,,2008/12,Dismantled,12/6/2018
22261,Europe,GB,United-Kingdom,,Offshore,,Walney Extension,,54.87,-3.737,13,No,Yes (20 km),MHI Vestas Offshore,V164/8000,,40,330000,Orsted,Orsted,Orsted/PKA/PFA,,Construction,25/04/2018
22466,Europe,FR,France,,Offshore,,Oléron,,45.9,-1.75,-42,No,Yes,,,,,500000,WPD,,,,Planned,17/07/2017
22497,Europe,SE,Sweden,,Offshore,,SeaTwirl 1MW,,58.25,11.3,-26,No,Yes,,,,1,1000,SeaTwirl AB,SeaTwirl AB,SeaTwirl AB,,Planned,15/01/2018
22498,Europe,SE,Sweden,,Offshore,,SeaTwirl 3MW,,58.25,11.3,-26,No,Yes,,,,1,3000,SeaTwirl AB,SeaTwirl AB,SeaTwirl AB,,Planned,15/01/2018
22501,Asia,JP,Japan,,Offshore,,Fukushima,Forward,37.308,141.262,-100,No,Yes (25 km),Hitachi,HTW5.0-126,105,1,5000,Marubeni/Mitsubishi,Marubeni,Marubeni,2014/12,Production,16/04/2018
22502,Asia,JP,Japan,,Offshore,,Ibaraki Kashima port South,Phase 1,35.9,140.73,-10,No,Yes (1 km),,,,25,125000,Marubeni,,Marubeni,,Planned,2/1/2017
22503,Asia,JP,Japan,,Offshore,,Windfloat Japan - WFJ,,38.139,,,No,Yes,,,,1,6000,,,,,Planned,16/01/2018
22504,Asia,JP,Japan,,Offshore,,Wakkanai Port,,45.4,141.7,-10,No,Yes,,,,,15000,Eurus Energy,,,,Planned,16/01/2018
22505,Asia,JP,Japan,,Offshore,,Stuttsu Port,,42.8,140.3,0,No,Yes (2 km),,,,,,,,Niseko Town,,Planned,16/01/2018
22506,Asia,JP,Japan,,Offshore,,Satuma Sendai City,,31.8,129.9,-16,No,Yes (30 km),,,,,,,,Satuma Sendai City,,Planned,16/01/2018
22507,Asia,JP,Japan,,Offshore,,Sakata Port,,38.95,139.8,-10,No,Yes (2 km),,,,,15000,,,Yamagata Prefecture,,Planned,16/01/2018
22508,Asia,JP,Japan,,Offshore,,Murakami Ifuwane,,38.2,139.4,-20,No,Yes,Vestas,,,15,45000,,,,,Planned,16/01/2018
22509,Asia,JP,Japan,,Offshore,,Goto Sakiyama Oki oki Huangdo,,32.7,128.9,14,No,Yes,,,,,22000,,,,,Planned,16/01/2018
22510,Asia,JP,Japan,,Offshore,,Hirono,,40.4,141.8,-38,No,Yes,,,,10,200000,,,Hirono,,Planned,16/01/2018
22511,Asia,JP,Japan,,Offshore,,Iwanai Town,,,,,No,Yes,,,,,,,,Niseko Town,,Planned,16/01/2018
22512,Asia,JP,Japan,,Offshore,,Izumo,,35.5,132.7,-93,No,Yes,,,,,,,,Izumo City,,Planned,16/01/2018
22751,Europe,DE,Germany,,Offshore,,Sandbank,,55.19,6.86,-30,No,Yes (95 km),Siemens,SWT-4.0-130,95,72,288000,Vattenfall,Vattenfall,Vattenfall/Stadtwerke München,2017/01,Production,13/02/2018
22843,Europe,DK,Denmark,,Offshore,,Nordre Flint,,55.68,12.82,-5,No,Yes,,,,,200000,,,,,Planned,23/05/2018
22844,Europe,DK,Denmark,,Offshore,,Aflandshage,,55.52,12.54,-8,No,Yes,,,,,200000,,,,,Planned,23/05/2018
22845,Europe,DK,Denmark,,Offshore,,Mejlflak,,56.3,10.41,35,No,Yes,,,,,120000,European Energy,European Energy,European Energy,,Planned,23/05/2018
22847,Europe,DK,Denmark,,Offshore,,Jammerland Bugt,,55.59,11.1,-3,No,Yes (8 km),,,,,240000,European Energy/Boralex,European Energy/Boralex,European Energy/Boralex,,Planned,23/05/2018
22848,Europe,DK,Denmark,,Offshore,,Omo Syd,,55.6,11.11,-10,No,Yes (11 km),,,,,320000,European Energy/NIBC Bank NV,European Energy/NIBC Bank NV,European Energy/NIBC Bank NV,,Planned,23/05/2018
22872,Europe,GB,United-Kingdom,,Offshore,,EOWDC,European Offshore Wind Deployment Centre,57.23,-1.99,-25,No,Yes (3 km),MHI Vestas Offshore,V164/8400,120,2,17600,Vattenfall/Technip/Aberdeen Renewable Energy Group,,Vattenfall,,Construction,29/05/2018
23070,Europe,IE,Ireland,,Offshore,,North Irish Sea Array - Pilot,,53.8,-6.1,-25,No,Yes,,,,,15000,Gaelectric/Oriel Wind Farm,,Gaelectric/Oriel Wind Farm,,Planned,10/1/2018
23071,Europe,IE,Ireland,,Offshore,,North Irish Sea Array,NISA,53.8,-6.1,-25,No,Yes,,,,,870000,Gaelectric/Oriel Wind Farm,,Gaelectric/Oriel Wind Farm,,Planned,10/1/2018
23072,Europe,SE,Sweden,,Offshore,,Langgrund,,58.65,17.67,-25,No,Yes (21 km),,,,,,,,,,Planned,15/01/2018
23073,Europe,SE,Sweden,,Offshore,,Sydkustens Vind,,55.29,13.58,-28,No,Yes (12 km),,,,,500000,,,,,Planned,15/01/2018
23074,Europe,SE,Sweden,,Offshore,,Utposten,,60.94,17.36,-13,No,Yes (8 km),,,,,,,,,,Planned,15/01/2018
23075,Europe,SE,Sweden,,Offshore,,Kattegatt Offshore,,56.83,12.34,-24,No,Yes (9 km),,,,,282000,,,Agrivind AB,,Approved,15/01/2018
23082,Asia,JP,Japan,,Offshore,,Eurus Akita Port,Akitako,39.75,140.5,-5,Yes,Yes (0.5 km),Siemens,SWT-3.0-101,80,6,18000,Eurus Energy,Eurus Energy,Eurus Energy,2015/02,Production,16/01/2018
23083,Asia,JP,Japan,,Offshore,,Mitane,Oga Wakami,40.11,139.93,17,No,Yes,,,,91,455000,,,,,Planned,16/01/2018
23084,Europe,ES,Spain,,Offshore,,Hexicon-WunderEnergy,,27.7,-15.5,-958,No,Yes,,,,,,,,,,Planned,19/01/2018
23126,Europe,DE,Germany,,Offshore,,Nordergründe,,53.84,8.17,-10,No,Yes (16 km),Senvion,6M126,84,18,110700,WPD,WPD,WPD/Gothaer Group/John Laing,2017/01,Production,25/06/2018
23141,Europe,DE,Germany,,Offshore,,Gicon SOF,,54.1,6.5,-34,No,Yes,Siemens,SWT-2.3-93,,1,2300,,,,,Approved,13/02/2018
23170,Asia,CN,China,,Offshore,,Three Gorges Leizhou Dongli,,20.8,110.4,0,No,Yes,,,,,150000,Three Gorges,Three Gorges,Three Gorges,,Planned,6/1/2016
23171,Asia,CN,China,,Offshore,,Shanghai Lingang (Phase 2),,31.122,1.,569,No,Yes,Shanghai Electric,W3600/122,90,28,100800,,,Huaneng Group/Shenergy Group/,2016/12,Production,19/02/2018
23205,Asia,CN,China,,Offshore,,Nantong Haian Xiehe,,32.6,120.9,2,No,Yes,,,,,23500,,,,,Planned,6/1/2016
23206,Asia,CN,China,,Offshore,,CPI Binhai North H2,,34.54,120.37,-12,No,Yes,,,,,400000,China Power Investment Corporation,China Power Investment Corporation,China Power Investment Corporation,,Construction,20/02/2018
23207,Asia,CN,China,,Offshore,,Wenling 1,,28.4,121.7,0,No,Yes,,,,,150000,,,LongYuan,,Approved,6/1/2016
23208,Asia,CN,China,,Offshore,,Huadian Caofeidian Offshore Wind Farm,Phase 1,39.1,118.7,-1,No,Yes,,,,,100000,Huadian Power,Huadian Power,Huadian Power,,Approved,22/02/2018
23212,Asia,CN,China,,Offshore,,HCIG Tangshan Offshore Wind Farm Phase 2,,38.9,118.8,-20,No,Yes (20 km),,,,67,201000,Hebei Construction Investment,Hebei Construction Investment,Hebei Construction Investment,,Approved,6/1/2016
23213,Asia,CN,China,,Offshore,,Guohua Jiangsu Zhugen Sand,,33.121,5.,301,No,Yes (40 km),,,,67,200000,,,,,Approved,22/02/2018
23216,Asia,CN,China,,Offshore,,Fujian Pingtan Datang Changjiangao,,25.119,2.,258,No,Yes,,,,37,185000,China Datang Corporation renewable Power Co,China Datang Corporation renewable Power Co,China Datang Corporation renewable Power Co,,Approved,21/02/2018
23217,Asia,CN,China,,Offshore,,Dafeng H3,,33.11,121.19,-8,No,Yes,,,,,300000,Shangai Electric Power Corporation,Shangai Electric Power Corporation,Shangai Electric Power Corporation,,Approved,6/1/2016
23220,Asia,CN,China,,Offshore,,CGN Yangjiang Nanpeng Island Offshore Wind farm,,21.5,112.2,-21,No,Yes,,,,,400000,CGN Wind Energy Ltd,CGN Wind Energy Ltd,CGN Wind Energy Ltd,,Construction,20/02/2018
23221,Asia,CN,China,,Offshore,,Amber Taizhou 2 Offshore Wind farm,,28.5,121.8,-9,No,Yes,,,,,150000,,,,,Approved,16/01/2017
23222,Asia,CN,China,,Offshore,,Jiangsu Longyuan Chiang Sand,,32.81,121.52,-10,No,Yes (25 km),Envision,,,75,300000,LongYuan,LongYuan,LongYuan,,Construction,20/02/2018
23223,Asia,CN,China,,Offshore,,Jiangsu Binhai,,34.24,120.54,-15,No,Yes (22 km),,,,96,300000,China Datang Corporation renewable Power Co,China Datang Corporation renewable Power Co,China Datang Corporation renewable Power Co,,Construction,20/02/2018
23224,Asia,CN,China,,Offshore,,CPI Binhai North H1,,34.4,120.2,-10,No,Yes (7 km),Siemens,SWT-4.0-130,90,25,100000,China Power Investment Corporation,China Power Investment Corporation,China Power Investment Corporation,2016/06,Production,19/02/2018
23410,Europe,DK,Denmark,,Offshore,,Lillebælt-Syd (Lillegrund),,55.15,9.82,-21,No,Yes,,,,,160000,Sonderborg Forsyning,Sonderborg Forsyning,Sonderborg Forsyning,,Planned,23/05/2018
23662,Asia,VN,Vietnam,,Offshore,,Khai-Long - Ca-Mau,Phase 1,8.77,105.29,0,No,Yes,GE Energy,,,50,100000,Cong Ly/Super Wind Energy,Cong Ly/Super Wind Energy,Cong Ly/Super Wind Energy,,Construction,31/05/2018
23663,Asia,VN,Vietnam,,Offshore,,Khai-Long - Ca-Mau,Phase 2,8.54,104.8,-2,No,Yes,GE Energy,,,50,100000,Cong Ly,Cong Ly,Cong Ly,,Approved,31/05/2018
23677,Europe,LT,Lithuania,,Offshore,,AVEC-1,,55.87,20.94,-25,No,Yes,,,,,259000,UAB AVEC,UAB AVEC,UAB AVEC,,Planned,2/12/2016
23678,Europe,LT,Lithuania,,Offshore,,AVEC-2,,55.79,20.49,-46,No,Yes,,,,,266000,UAB AVEC,UAB AVEC,UAB AVEC,,Planned,2/12/2016
23679,Europe,LT,Lithuania,,Offshore,,Renerga,,55.84,20.49,-43,No,Yes,,,,,300000,Renerga,Renerga,Renerga,,Planned,31/05/2017
23680,Europe,LT,Lithuania,,Offshore,,Baltic Energy Group,,55.85,20.57,-43,No,Yes,,,,,800000,Baltic Energy Group,,UAB 4energia/Nelja Energia,,Planned,31/05/2017
23681,Europe,EE,Estonia,,Offshore,,Saare,,,,,No,Yes,,,,100,600000,Saare Wind Energy OU,Saare Wind Energy OU,Saare Wind Energy OU,,Planned,28/05/2018
23684,Asia,TW,Taiwan,,Offshore,,IDEOL-CSC,,,,,No,Yes,,,,,,Ideol/China Steel Corporation,Ideol/China Steel Corporation,Ideol/China Steel Corporation,,Planned,15/12/2017
23686,Asia,KR,South Korea,,Offshore,,Southwest Offshore Wind Project,Phase 1 (Test Site),35.4821147,126.308834,-10,No,Yes (12 km),Hyosung,,90,2,10000,KOWP,,,,Construction,7/6/2017
23695,America,CA,Canada,,Offshore,,Beothuk Energy Inc - New Brunswick,,47.6,-64.7,-18,No,Yes,,,,,500000,Beothuk Energy Inc/,,Beothuk Energy Inc/PensionDanmark,,Planned,11/6/2018
23696,America,CA,Canada,,Offshore,,Beothuk Energy Inc - Prince Edward Island,,46.6,-62.9,-46,No,Yes,,,,,200000,Beothuk Energy Inc/,,Beothuk Energy Inc/PensionDanmark,,Planned,11/6/2018
23697,America,CA,Canada,,Offshore,,Beothuk Energy Inc - Yarmouth,,43.46,-63.31,-203,No,Yes,,,,,1000000,Beothuk Energy Inc/,,Beothuk Energy Inc/PensionDanmark,,Planned,11/6/2018
23698,America,CA,Canada,,Offshore,,Beothuk Energy Inc - St Georges Bay,,48.4,-58.8,-46,No,Yes,,,,25,180000,Beothuk Energy Inc/,,Beothuk Energy Inc/PensionDanmark,,Planned,11/6/2018
23742,Asia,JP,Japan,,Offshore,,Kitakyushu Port,,33.97,130.74,-10,No,Yes (5 km),,,,44,228800,,,,,Planned,16/01/2018
23743,Asia,JP,Japan,,Offshore,,Kitakyushu,,34.1,130.7,-58,No,Yes,,,,2,7450,,,,,Approved,16/01/2018
24013,Asia,VN,Vietnam,,Offshore,,Khai-Long - Ca-Mau,Phase 3,8.55,104.7,-2,No,Yes,GE Energy,,,50,100000,Cong Ly,Cong Ly,Cong Ly,,Approved,31/05/2018
24014,Asia,VN,Vietnam,,Offshore,,Ben Tre 8,,10.2,106.77,0,No,Yes,,,,,80000,,,,,Planned,31/05/2018
24015,Asia,VN,Vietnam,,Offshore,,Truong-Long-Hoa,V1-1,9.6,106.57,0,No,Yes,,,,24,48000,Woojin Construction,,Woojin Construction,,Construction,31/05/2018
24016,Asia,VN,Vietnam,,Offshore,,Bac Lieu Province Wind Power Plant,Phase 4,9.2229145,105.7951585,0,No,Yes,,,,,158000,Cong Ly,Cong Ly,Cong Ly,,Planned,31/05/2018
24017,Asia,VN,Vietnam,,Offshore,,Binh-Dai-1,Phase 1 - Ben Tre 10,10.1,106.8,0,No,Yes,,,,2,6000,Gia Lai Electricity Joint Stock Company,Gia Lai Electricity Joint Stock Company,Gia Lai Electricity Joint Stock Company,,Construction,31/05/2018
24018,Asia,VN,Vietnam,,Offshore,,Binh-Dai-1,Phase 2 - Ben Tre 10,10.1,106.8,0,No,Yes,,,,12,24000,Gia Lai Electricity Joint Stock Company,Gia Lai Electricity Joint Stock Company,Gia Lai Electricity Joint Stock Company,,Approved,31/05/2018
24019,Asia,VN,Vietnam,,Offshore,,Dong-Hai-I,Phase 1,9.1,105.6,-4,No,Yes,,,,,50000,Vatenergy,Vatenergy,Vatenergy,,Planned,31/05/2018
24020,Asia,VN,Vietnam,,Offshore,,Dong-Hai-I,Phase 2,9.1,105.6,-4,No,Yes,,,,,200000,Vatenergy,Vatenergy,Vatenergy/Woojin Construction,,Planned,31/05/2018
24021,Asia,VN,Vietnam,,Offshore,,Dong-Hai III,,,,,No,Yes,,,,,38800,,,,,Planned,31/05/2018
24022,Asia,VN,Vietnam,,Offshore,,Dong-Hai II,,9.9,105.56,2,No,Yes,,,,,250000,,,,,Planned,31/05/2018
24032,Europe,PL,Poland,,Offshore,,A-Wind,,55.5,17.84,-35,No,Yes (25 km),,,,90,450000,Energetika Polska,,Energetika Polska,,Planned,1/6/2018
24033,Europe,PL,Poland,,Offshore,,Baltic Power,,55.5,17.65,-40,No,Yes (28 km),,,,,1200000,Baltic Power,,Baltic Power,,Planned,1/6/2018
24034,Europe,PL,Poland,,Offshore,,Baltyk Polnocny,Phase 1,55.52,17.26,-30,No,Yes (85 km),,,,190,1140000,Polenergia,,Polenergia,,Planned,1/6/2018
24035,Europe,PL,Poland,,Offshore,,Baltyk Polnocny,Phase 2,55.51,17.38,-25,No,Yes (80 km),,,,70,420000,Polenergia,,Polenergia,,Planned,1/6/2018
24037,Europe,PL,Poland,,Offshore,,B-Wind,,55.6,18.8,-50,No,Yes (25 km),,,,,200000,,,,,Planned,1/6/2018
24038,Europe,PL,Poland,,Offshore,,C-Wind,,55.8,17.95,-45,No,Yes (30 km),,,,,200000,,,,,Planned,1/6/2018
24044,Asia,TW,Taiwan,,Offshore,,Penghu,,23.59,119.7,-8,No,Yes,,,,40,150000,Taipower,Taipower,Taipower,,Planned,15/12/2017
24045,Asia,TW,Taiwan,,Offshore,,Taihai Ttaoyuan,W1N,25.1,120.91,-90,No,Yes (12 km),,,,,500000,Eolfi Greater China,Eolfi Greater China,Eolfi Greater China,,Planned,15/12/2017
24046,Asia,TW,Taiwan,,Offshore,,Yunlin,,23.6,120.3,9,No,Yes,,,,,750000,,,WPD/Infravest,,Planned,15/12/2017
24047,Asia,TW,Taiwan,,Offshore,,Guanyin ZoP 2,,25.9,121.9,-113,No,Yes (3 km),,,,,363000,,,WPD/Infravest,,Planned,15/12/2017
